ID;NPN;construction;preposition;noun;context_pre;costr;context_post;number_of_noun;meaning;syntactic_function
;faccia a faccia;juxtaposition/contact;a;faccia;Peraltro, in un colloquio;faccia a faccia;è possibile leggere il linguaggio del corpo e ottenere preziose informazioni inconsce.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Rachel avrebbe ottenuto dipiù, in un colloquio;faccia a faccia;tra donne.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Re Salman ne ha approfittato per un colloquio;faccia a faccia;, anchese attraverso uno schermo, con il grande rivale Recep Tayyip Erdogan.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Harlan non aspettò di trovarselo;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Erano rimasti seduti, il più anziano senza togliersi il cappello,;faccia a faccia;sin quasi a sfiorarsi e, quasi per caso, scoprii che tenevano le mani allacciate sotto il tavolo.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Lui se ne va e io mi ritrovo da solo,;faccia a faccia;con i giornalisti stupiti, divertiti e non molto convinti da questa candidatura.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Cyberbullismo Primadei social media, il bullismo era qualcosa che aveva luogo solo;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Perfino io, che mi stimavo fortunato perché finoad ora avevo potuto dargli utilmente una mano, anchese in maniera modesta - anch'io ora devo lasciarlo solo,;faccia a faccia;col suo grande progetto.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma sarebbe stato impossibile se fossero state sedute a un tavolo,;faccia a faccia;e sotto la luce di una lampada potente.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Parlò;faccia a faccia;con Matilde, dice Donizone che assicura che conosceva il francese (d Â oÃ¯l, probabilmente), il tedesco, il latino.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Se infatti egli non ci abbandona esuli da sé, mentre dimoriamo in questo corpo corruttibile che appesantisce l'anima e camminiamo nella fede e non per visione (cfr. 2 Cor 5, 6-7), quanto maggiormente ci riempirà di sé quando finalmente saremo giunti a vederlo;faccia a faccia;?;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Oggi, undici agosto millenovecentonovantanove, a mezzogiorno e mezzo, gli acerrimi rivali si ritroveranno ancora una volta, senza saperlo,;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Avverte Girardi: Puccini non innesta i portati dell'Europa musicale del suo tempo sulla tradizione dell'opera italiana, ma plasma un linguaggio di statura tale da porlo;faccia a faccia;con la scena internazionale.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"25 11 1997""Nuova accusa fantasiosa e offensiva""Brescia, Di Pietro non si presenterà Pacini e D'Adamo";faccia a faccia;Le versioni restano inconciliabili BRESCIA.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Togliamoci la maschera e parliamo;faccia a faccia;,... ma se non avete niente da dire allora statemi a sentire.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ancora una volta ci incontriamo,;faccia a faccia;, e ci fissiamo come allora.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Siamo;faccia a faccia;a breve distanza, parte insistenti e parte legati di imbarazzo tutti e due, parte avanti e parte trattenuti, con Jeff - Giuseppe che fa da pubblico silenzioso e accentua la risonanza sorda di queste sensazioni.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Siamo;faccia a faccia;ancora per l'eternità con i nostri destini ormai immutabili.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Siamo;faccia a faccia;, le ginocchia piegate si toccano.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Adesso siamo;faccia a faccia;, io e lei.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Noi ci diamo da fare follemente per sopravvivere e per via ci troviamo;faccia a faccia;con la morte.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ci troviamo;faccia a faccia;con l'incompetenza sommata all'arroganza e al disprezzo per quella popolazione irachena che si sta assassinando ogni giorno.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Lo guardo intimidita, e lui di colpo si alza a sedere, per cui ci troviamo;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Nina e io ci ritroviamo;faccia a faccia;nel labirinto, non abbiamo modo di evitarci, e lei, calma, mi dice: «Ricordami che cosa abbiamo appena sognato...».;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Eravamo;faccia a faccia;, e mi fissava come la prima volta.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Mi sono seduta sulle sue ginocchia, per cui eravamo;faccia a faccia;, e lui mi ha passato meccanicamente una mano sui capelli comese pensasse che fossi qualcun altro.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"- Presso il Nilo ho incontrato un toro selvaggio; eravamo";faccia a faccia;, e lui aveva la mia vita sulla punta delle sue corna.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Immersi nel caos di Piazza Skanderbeg, pronti a schivare le ruote minacciose di un fuoristrada giapponese con targa tedesca o a rifiutare generose offerte di cambio al nero, con gli occhi gonfi per la polvere che il vento solleva a mulinelli, saremo;faccia a faccia;con le contraddizioni, le speranze e i problemi di un paese che, da otto anni, è tornato a confinare con l'Italia.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma è lo Spirito Santo, di cui adesso abbiamo ricevuto il pegno, a garantire che noi perverremo a quella pienezza di cui il medesimo Apostolo parla: Allora vedremo;faccia a faccia;, e aggiunge: Ora conosco solo in parte, allora conoscerò anch'io come sono conosciuto (1 Cor 13, 12).;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Poi Lucia vede la luce divina come in uno specchio: qui il suggerimento non viene dall'Apocalisse, ma dalla prima epistola di san Paolo ai Corinzi (le cose celesti le vediamo ora per speculum e solo dopo le vedremo;faccia a faccia;).;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Quando cadrà il velo del bisogno che credevamo primario, in questo caso quello d'avere genitori migliori dei nostri, ci ritroveremo;faccia a faccia;con una persona che probabilmente non amiamo a sufficienza per trascorrervi insieme mezzo secolo della nostra vita.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Eppure lo udii e lo vidi comese ci trovassimo;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"In una lettera a sua moglie, così parlava di Fran & ccedi; oise:""Che senso avrebbe tutto questo se la nostra piccola bambina non fosse che un pezzo di carne smarrita non si sa dove, un pó di vita tormentata, e non questa bianca piccola ostia che ci supera tutti, un'infinità di mistero e di amore che ci abbaglierebbe se la vedessimo";faccia a faccia;(...).;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Nonappena rimanemmo;faccia a faccia;ebbi una rivelazione.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Kumiko e il Dracula erano;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Erano;faccia a faccia;inmezzoa una landa coperta di neve e tremavano di freddo.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma il 5 giugno, quando i due si incontrano;faccia a faccia;, tutto cambia.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Se due femmine che stanno approvvigionando lo stesso nido s'incontrano;faccia a faccia;mentre tornano da un volo, se le suonano di santa ragione in una lotta a oltranza che può durare anche una quindicina di minuti.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Magari dicevano cose diversissime da quelle che ti sussurravano;faccia a faccia;, ti criticavano, ti smontavano con le frecciatine, ma ti mettevano al centro dell'attenzione, giusto?;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Era quella, da allora, la prima volta che si trovavano;faccia a faccia;, e Morand, sotto l'espressione tranquilla, si sentiva inquieto.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Era la prima volta che l'ispettore Nicola Liso e l'agente Riccardo Francucci, accusati di lesioni gravi (sono entrambi agli arresti domiciliari) si trovavano;faccia a faccia;con il loro accusatore Mulas, tossicodipendente di 28 anni.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Adesso i due si ritrovano;faccia a faccia;, per un'altra contesa.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Un bosniaco e un serbo si ritrovano;faccia a faccia;", spinti da un conflitto che stentano a capire, in una trincea della ""terra di nessuno"", ovvero ""No man's land"".";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Adesso, per la prima volta, si trovano;faccia a faccia;, lei e l'invisibile.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Il don Chisciotte della Mancia e quello ebraico - orientale si trovano;faccia a faccia;"con l'ignoto, con la violenza, la brutalità e la volgarità di una realtà ad essi sconosciuta e che cercano di non ammettere; ma proprio la loro amorosa fedeltà a un ordine noto li costringe a percepire più acutamente il disordine del mondo in cui si avventurano.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Gaugamela Quasi esattamente due anni dopo, in effetti, i grandi marciatori, i grandi cavalcatori delle steppe si trovano;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"O, forse, avremmo ripreso a leggere la famosa poesia di Kipling dal verso in cui afferma che ""l'Oriente è l'Oriente, e l'Occidente è l'Occidente"", al verso in cui annuncia che questi due mondi non si incontreranno mai, fino a imbatterci in una strofa che il ventesimo secolo pare aver scordato, in cui I autore osserva: ""Non c'è né Oriente né Occidente, né Confine, né Stirpe, né Nascita Quando due uomini forti si trovano";faccia a faccia;, pur provenendo dalle estremità della terra!;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Poi, sempre tenendo d'occhio la porta, passava oltre, e quando il signore, come di solito avveniva, apriva poco dopo la porta con cautela per ritirare i documenti, l'inserviente lo raggiungeva con pochi balzi, e piazzava un piede tra stipite e battente costringendo in questo modo il signore a trattare almeno;faccia a faccia;, la qual cosa di solito produceva un risultato quasi soddisfacente.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;E l'annunciata conferenza di Berlino può diventare il momento perché tutti si trovino;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Capita soltanto un giorno che, mentre sono in piazza della Signoria ad ascoltare un comizio di Di Vittorio, si trovino;faccia a faccia;con Guido.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ecco quindi che nello scontro dei gironi, l'americano e il francese si ritroveranno;faccia a faccia;7 mesi dopo la loro epica impresa.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Non si ritroveranno;faccia a faccia;e potranno scordarsi le triplette olimpiche.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;È dunque al Pipita che si rivolgerà il presidente, se e quando i due si troveranno;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Adesso che le risposte dipendono da loro, si troveranno;faccia a faccia;con il loro creatore.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;E così anche il martedi dopo il mercoledì gli ho scritto 2 messaggi senza risposta e giovedi ho provato a chiamarla ma lei niente quando la sera l'ho incontrata in messenger e mi ha detto che mi avrebbe lasciato dicendomi soloche non gli piaceva stare più con me ho provato a dirgli che queste cose si dicono;faccia a faccia;: mi ha chiamato e si è messa ad urlare come una pazza lei adesso non mi vuole parlare e quando ho provato a contattarla via msn era fredda a me non sembra di averla trattata male anzi.... mi manca e parecchio è strano ma in 2 mesi mi sono innamorato e vorrei riprendere la storia pechè si è comportata così.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;I due concorrenti siedono;faccia a faccia;su sgabelli sinuosamente scolpiti: a me viene dato quello con il simbolo del Gye Nyame, l'onnipresenza e l'onnipotenza di Dio.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Gli studiosi stanno in realtà già esaminando con attenzione i cambiamenti di comportamento imposte da Internet ed osservano le differenze inrapportoagli altri modi di comunicare e specialmente rispetto i comportamenti delle comuni interazioni che si svolgono;faccia a faccia;.;sg;juxtaposition/contact;modifier
